Nom de la gare;Code UIC;Code postal;Direction Régionale Gares;Segmentation DRG;Segmentation Marketing;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;CO2_evite_t_2015;Vies_sauvees_stat_2015;CO2_evite_t_2016;Vies_sauvees_stat_2016;CO2_evite_t_2017;Vies_sauvees_stat_2017;CO2_evite_t_2018;Vies_sauvees_stat_2018;CO2_evite_t_2019;Vies_sauvees_stat_2019;CO2_evite_t_2020;Vies_sauvees_stat_2020;CO2_evite_t_2021;Vies_sauvees_stat_2021;CO2_evite_t_2022;Vies_sauvees_stat_2022;CO2_evite_t_2023;Vies_sauvees_stat_2023;CO2_evite_t_2024;Vies_sauvees_stat_2024
Boisleux-au-Mont;87342071;62175;DRG HDF-NORMANDIE;C;Halte;pas de donnees;2102;2102;1857;1857;2055;2055;1346;1346;879;879;1937;1937;1115;1115;894;894;636;636;1478;1478;12.437370000000001;0.000206181;5.35194;8.8722e-05;7.52301;0.000124713;9.382725;0.0001555425;16.299855;0.0002702115;7.3967849999999995;0.0001226205;11.32659;0.000187767;17.292825;0.00028667250000000003;15.626655000000001;0.0002590515;17.68833;0.000293229
Boissise-le-Roi;87682518;77310;DEX GIF;C;IDF;pas de donnees;126786;126786;113560;113560;106713;106713;89893;89893;68921;68921;129195;129195;129907;129907;132082;132082;131326;131326;130124;130124;1094.99346;0.018152298;1105.1082900000001;0.018319977;1111.47003;0.018425439000000002;1093.167405;0.0181220265;1087.175925;0.0180227025;579.9702149999999;0.0096144795;756.4495949999999;0.0125400735;897.989895;0.0148864635;955.6074;0.01584162;1066.90419;0.017686647
Boulainvilliers;87543181;75016;DEX GIF;B;IDF;pas de donnees;3034357;3034357;2751577;2751577;2585668;2585668;1151507;1151507;723394;723394;3130349;3130349;3290898;3290898;3484634;3484634;3615337;3615337;3728741;3728741;31377.355515;0.5201593695;30423.060855;0.5043395115;29323.19511;0.486106443;27692.90667;0.459080271;26341.886835;0.43668368550000003;6087.3605099999995;0.100913463;9689.931405;0.1606352265;21758.39622;0.360700686;23154.520454999998;0.3838449915;25534.114155000003;0.4232928015
Boulogne Tintelleries;87317016;62200;DRG HDF-NORMANDIE;B;Proximité;0.1999999999999999;274672;343340;232431;290539;267068;333835;242201;302752;208525;260656;314693;393366;286180;357726;306739;383423;292292;365365;306653;383316;2580.4849950000003;0.0427780935;2459.63718;0.040774734;2581.208685;0.0427900905;2408.2047000000002;0.039922110000000004;2648.141595;0.0438996735;1754.737875;0.0290892375;2038.121415;0.0337870395;2247.3772200000003;0.037255986;1955.906865;0.0324241245;2311.36488;0.038316744
Bourgoin-Jallieu;87723429;38300;DRG AURA BFC;B;Ville;0.04;2123008;2211466;1947973;2029138;1846340;1923271;1381493;1439055;922883;961337;1855873;1933201;1765349;1838905;1838742;1915356;1701021;1771897;1605895;1672808;13513.606425;0.2240223525;14314.091715;0.2372924295;15473.01393;0.256504509;14855.411835;0.2462661855;15617.171295;0.2588942835;7766.060445;0.1287421785;11625.263595;0.1927182735;15536.9511;0.25756443;16392.192795;0.2717422335;17865.11232;0.296159616
Boves;87313213;80440;DRG HDF-NORMANDIE;C;Halte;pas de donnees;19627;19627;15539;15539;16122;16122;13791;13791;10945;10945;18323;18323;16049;16049;14182;14182;16521;16521;16198;16198;136.30617;0.002259621;139.024215;0.0023046795;119.34153;0.001978389;135.052335;0.0022388355;154.18804500000002;0.0025560585;92.102175;0.0015268275;116.051265;0.0019238445;135.66663;0.002249019;130.760685;0.0021676905;165.161205;0.0027379665
Brignoud;87747451;38190;DRG AURA BFC;B;Halte;0.0299999999999999;349852;360672;340306;350831;310975;320593;197923;204044;165206;170315;273904;282375;235085;242355;259862;267899;235496;242780;255609;263514;2150.9497349999997;0.0356574555;1981.69884;0.032851692;2186.73873;0.036250749;1978.2402749999999;0.0327943575;2304.90216;0.038209608;1390.20849;0.023046237;1665.522045;0.027610258500000002;2616.854625;0.0433810125;2863.6749900000004;0.047472687;2944.0045800000003;0.048804354
Brionne;87415364;27800;DRG HDF-NORMANDIE;C;Halte;pas de donnees;55766;55766;30901;30901;25360;25360;18951;18951;10420;10420;13096;13096;9516;9516;10354;10354;8257;8257;8258;8258;69.49107000000001;0.001151991;69.482655;0.0011518515;87.12891;0.001444383;80.07714;0.001327482;110.20284;0.001826892;87.68430000000001;0.00145359;159.472665;0.0026436645;213.40439999999998;0.00353772;260.031915;0.0043106895;469.27089;0.007779357
Bully - Grenay;87342105;62160;DRG HDF-NORMANDIE;B;Proximité;0.1999999999999999;141322;176652;127427;159284;121994;152492;106125;132656;99295;124119;181839;227299;174904;218631;198058;247573;196459;245573;204688;255861;1722.4495200000001;0.028553976000000002;1653.202485;0.0274060305;1666.65807;0.027629091;1471.8171599999998;0.024399108;1530.175185;0.0253665405;835.5674250000001;0.0138516525;893.041875;0.0148044375;1026.57951;0.017018163;1072.298205;0.0177760665;1189.22463;0.019714419
Cantin;87345413;59169;DRG HDF-NORMANDIE;C;Halte;pas de donnees;10043;10043;14741;14741;20021;20021;19417;19417;18436;18436;46429;46429;42550;42550;45486;45486;40890;40890;44067;44067;370.823805;0.0061473465;344.08934999999997;0.005704155;382.76469000000003;0.006345297;358.05825;0.005935725;390.70003499999996;0.0064768455;155.13894;0.002571822;163.39405499999998;0.0027086715;168.47671499999998;0.0027929295;124.045515;0.0020563695;84.51184500000001;0.0014009985
Cassel;87281139;59670;DRG HDF-NORMANDIE;C;Halte;pas de donnees;155353;155353;134927;134927;115188;115188;91911;91911;91344;91344;122794;122794;111522;111522;117253;117253;109852;109852;100561;100561;846.2208149999999;0.014028259500000001;924.40458;0.015324354;986.683995;0.0163567935;938.45763;0.015557319;1033.31151;0.017129763;768.65976;0.012742488;773.431065;0.0128215845;969.30702;0.016068726000000002;1135.410705;0.018822316500000002;1307.295495;0.0216717435
Ceintrey;87141572;54109;DRG GRAND EST;C;Halte;pas de donnees;5693;5693;4320;4320;2568;2568;2490;2490;1425;1425;669;669;3344;3344;3022;3022;3394;3394;4802;4802;40.40883;0.000669879;28.560509999999997;0.00047346300000000003;25.430130000000002;0.000421569;28.13976;0.000466488;5.629635;9.33255e-05;11.991375;0.0001987875;20.953349999999997;0.000347355;21.609720000000003;0.000358236;36.3528;0.00060264;47.906595;0.0007941735
Cergy le Haut;87382655;95800;DEX GIF;B;IDF;pas de donnees;7882317;7882317;7148098;7148098;7096311;7096311;4792833;4792833;3298015;3298015;6739264;6739264;6755489;6755489;6809697;6809697;6743592;6743592;6647546;6647546;55939.099590000005;0.927332667;56747.32668;0.940731084;57303.600255000005;0.9499527315;56847.439935;0.9423907155;56710.90656;0.940127328;27752.796225000002;0.4600730925;40331.689695;0.6686002035;59715.457064999995;0.9899353845000001;60151.24467;0.997159671;66329.697555;1.0995832215
Cessieu;87723452;38110;DRG AURA BFC;C;Halte;pas de donnees;78017;78017;63210;63210;53457;53457;34699;34699;24956;24956;33073;33073;24194;24194;26634;26634;29977;29977;29255;29255;246.180825;0.0040810725;252.256455;0.0041817915;224.12510999999998;0.003715443;203.59251;0.003375063;278.30929499999996;0.0046136835;210.00474;0.003481362;291.99208500000003;0.0048405105;449.840655;0.0074572515;531.91215;0.008817795;656.513055;0.0108833715
Cesson-Sévigné;87334490;35510;DRG B-CVL-PDL;B;Halte;0.2;207859;259824;182461;228077;166593;208241;107038;133798;97045;121307;145459;181824;119278;149097;117985;147481;124095;155119;129342;161678;1088.41293;0.018043209;1044.259425;0.0173112525;992.843775;0.0164589075;1003.72437;0.016639281;1224.037485;0.020291530500000002;816.633675;0.0135377775;900.72477;0.014931801;1401.880095;0.0232397235;1535.4093149999999;0.0254533095;1749.133485;0.0289963305
Chalon-sur-Saône;87725002;71100;DRG AURA BFC;B;Ville;0.1999999999999999;1696120;2120150;1602704;2003380;1598581;1998226;1185498;1481873;1040278;1300348;1309047;1636309;1238458;1548072;1366947;1708684;1297413;1621767;1412751;1765939;11888.299664999999;0.1970787645;10917.730394999999;0.1809891135;11502.859005;0.1906891065;10421.62407;0.172764891;11015.630505000001;0.1826120565;8753.93937;0.145118781;9975.96567;0.165376971;13452.059115;0.2230020495;13486.75416;0.223577208;14272.8498;0.23660874
Chamarande;87545152;91730;DEX GIF;B;IDF;pas de donnees;172061;172061;156026;156026;146618;146618;141799;141799;89603;89603;177504;177504;188475;188475;201279;201279;210255;210255;220105;220105;1852.183575;0.0307046475;1769.295825;0.0293305725;1693.762785;0.0280784205;1586.017125;0.0262922625;1493.69616;0.024761808;754.009245;0.0124996185;1193.238585;0.0197809605;1233.79047;0.020453211;1312.9587900000001;0.021765627;1447.893315;0.0240025095
Chambéry - Challes-les-Eaux;87741009;73010;DRG AURA BFC;A;Ville;0.2;5105918;6382398;4738346;5922933;4316253;5395317;3195946;3994932;2466954;3083693;3701807;4627258;3447007;4308759;3781533;4726917;3624235;4530294;3782600;4728250;31830.579;0.5276727;30497.937524999998;0.5055807825;31821.600195;0.5275238535;29006.563905000003;0.4808574765;31150.705905000003;0.5164020765;20759.41791;0.344140083;26893.885589999998;0.445834467;36321.268995;0.6021172935;39873.18159;0.660999267;42966.29997;0.712275561
Chantilly - Gouvieux;87276113;60500;DRG HDF-NORMANDIE;B;Ville;0.0999999999999999;2897119;3219021;2762384;3069316;2600290;2889211;2104919;2338799;1694056;1882284;2679758;2977509;2427387;2697096;2603456;2892729;2500930;2778811;2421516;2690574;20377.05714;0.337801482;21045.32595;0.348879735;21908.08224;0.363182112;20426.461605;0.3386204865;22550.16357;0.373826241;14255.481240000001;0.236320812;17712.893385000003;0.2936362005;21881.44035;0.362740455;23245.46136;0.385352568;24379.256385;0.4041481005
Chaponval;87276162;95430;DEX GIF;C;IDF;pas de donnees;45128;45128;40596;40596;47276;47276;35917;35917;24510;24510;55733;55733;55078;55078;54127;54127;53547;53547;53160;53160;447.3414;0.00741582;450.598005;0.0074698065000000004;455.478705;0.0075507165000000005;463.48136999999997;0.007683381;468.993195;0.0077747535;206.25164999999998;0.003419145;302.241555;0.0050104215;397.82754;0.006595002;341.61534;0.005663142;379.75212;0.006295356
Chasseneuil-sur-Bonnieure;87583443;16260;DRG NLLE AQUITAINE;C;Halte;pas de donnees;70;70;301;301;122;122;120;120;5765;5765;17783;17783;21027;21027;28700;28700;27141;27141;31627;31627;266.141205;0.0044119665;228.39151500000003;0.0037861695;241.5105;0.00400365;176.942205;0.0029332665;149.643945;0.0024807285;48.512475;0.0008042175;1.0098;1.674e-05;1.0266300000000002;1.7019e-05;2.532915;4.19895e-05;0.58905;9.765e-06
Châteauroux;87597005;36000;DRG B-CVL-PDL;B;Ville;0.2;766220;957775;734307;917884;733059;916324;617397;771747;560045;700057;805216;1006520;728454;910567;787944;984930;751042;938803;784887;981109;6604.824105000001;0.1094917365;6320.01843;0.10477035900000001;6630.54876;0.109918188;6129.94041;0.101619333;6775.89264;0.112327632;4712.778675;0.07812627750000001;5195.395755;0.0861268815;6168.691485;0.1022617305;6179.193405;0.10243582650000001;6447.7413;0.10688769000000001
Châtelaudren - Plouagat;87473140;22170;DRG B-CVL-PDL;C;Halte;pas de donnees;19615;19615;18555;18555;18476;18476;12364;12364;9087;9087;11356;11356;10169;10169;11001;11001;10492;10492;8646;8646;72.75609;0.001206117;88.29017999999999;0.0014636340000000001;92.573415;0.0015346395;85.57213499999999;0.0014185755;95.56074000000001;0.001584162;76.46710499999999;0.0012676365;104.04306;0.001724778;155.47554;0.002577402;156.14032500000002;0.0025884225;165.060225;0.0027362925
Chocques;87342220;62920;DRG HDF-NORMANDIE;C;Halte;pas de donnees;2245;2245;2510;2510;2735;2735;3386;3386;3389;3389;5799;5799;4462;4462;5183;5183;6643;6643;6723;6723;56.574045;0.0009378585;55.900845000000004;0.0009266985000000001;43.614945;0.0007230285;37.54773;0.000622449;48.798584999999996;0.0008089605;28.518435;0.0004727655;28.49319;0.000472347;23.015025;0.0003815325;21.121650000000002;0.000350145;18.891675;0.0003131775
Cluses;87746370;74300;DRG AURA BFC;B;Proximité;0.1999999999999999;633653;792066;581775;727219;551956;689946;436600;545750;381748;477186;488615;610769;445404;556755;464060;580075;419989;524986;415968;519960;3500.3707200000003;0.058027536;3534.2074350000003;0.0585884655;3905.0649;0.06473637;3748.07466;0.062133858;4111.695225;0.0681617925;3212.40942;0.053253846;3673.989;0.0609057;4644.70974;0.076997862;4895.636625;0.0811576125;5332.189995;0.08839459350000001
Colmar;87182014;68000;DRG GRAND EST;B;Ville;0.11;4974388;5589200;4728720;5313168;4103990;4611225;3186895;3580781;2566878;2884133;4200762;4719957;3950944;4439263;3887862;4368384;3589253;4032868;3586247;4029491;30178.268505;0.5002814565;30203.563995;0.5007007935;32716.35873;0.542356749;33247.19376;0.5511566880000001;35349.412229999994;0.586006299;21600.27837;0.35807948100000003;26817.721425;0.44457185250000003;34535.07585;0.5725066050000001;39792.178799999994;0.65965644;41859.475020000005;0.6939271260000001
Commentry;87641415;3600;DRG AURA BFC;C;Halte;pas de donnees;109615;109615;104766;104766;101419;101419;93256;93256;92822;92822;128926;128926;135685;135685;149476;149476;152911;152911;170189;170189;1432.140435;0.0237413655;1286.746065;0.0213310845;1257.8405400000001;0.020851902000000002;1141.7892749999999;0.0189280575;1084.91229;0.017985177;781.09713;0.012948669;784.74924;0.013009212000000001;853.440885;0.014147950500000001;881.60589;0.014614857;922.410225;0.0152912925
Contrexéville;87144287;88140;DRG GRAND EST;C;Halte;pas de donnees;39624;39624;40125;40125;33195;33195;24991;24991;18447;18447;25390;25390;26665;26665;30915;30915;37162;37162;43759;43759;368.231985;0.0061043805;312.71823;0.005184099;260.149725;0.0043126425;224.385975;0.0037197675;213.65685000000002;0.003541905;155.231505;0.0025733565;210.29926500000002;0.0034862445;279.335925;0.0046307025;337.651875;0.0055974375;333.43596;0.005527548
Corcy;87272286;2600;DRG HDF-NORMANDIE;C;Halte;pas de donnees;2;2;30;30;3;3;2;2;3;3;pas de donnees;pas de donnees;pas de donnees;pas de donnees;7;7;102;102;529;529;4.451535;7.37955e-05;0.85833;1.4229e-05;0.058905;9.765e-07;pas de donnees;pas de donnees;pas de donnees;pas de donnees;0.025245;4.185e-07;0.016829999999999998;2.79e-07;0.025245;4.185e-07;0.25245;4.185e-06;0.016829999999999998;2.79e-07
Couliboeuf;87444232;14620;DRG HDF-NORMANDIE;C;Halte;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;346;346;262;262;1002;1002;1013;1013;880;880;7.4052;0.00012276;8.524395;0.00014131350000000002;8.43183;0.000139779;2.20473;3.6549e-05;2.9115900000000003;4.8267000000000004e-05;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees
Croix du Prince;87672600;64000;DRG NLLE AQUITAINE;C;Halte;pas de donnees;9812;9812;7338;7338;5957;5957;6093;6093;4705;4705;6884;6884;4622;4622;3975;3975;4777;4777;3665;3665;30.840975;0.0005112675;40.198455;0.0006663915;33.449625;0.0005545125;38.89413;0.000644769;57.92886;0.000960318;39.592575;0.0006563475;51.272595;0.0008499735;50.128155;0.0008310015;61.749269999999996;0.001023651;82.56797999999999;0.0013687740000000001
Dardilly Les Mouilles;87721480;69570;DRG AURA BFC;C;Halte;pas de donnees;26429;26429;20221;20221;26156;26156;23023;23023;21457;21457;23821;23821;23723;23723;19482;19482;19157;19157;11502;11502;96.78933;0.001604529;161.206155;0.0026724015;163.94103;0.002717739;199.62904500000002;0.0033093585000000003;200.453715;0.0033230295;180.560655;0.0029932515;193.73854500000002;0.0032117085;220.10273999999998;0.0036487620000000003;170.159715;0.0028208295;222.400035;0.0036868455
Dégagnac;87613174;46340;DRG OCCITANIE SUD;C;Halte;pas de donnees;580;580;555;555;382;382;697;697;267;267;215;215;151;151;308;308;347;347;352;352;2.96208;4.9104e-05;2.920005;4.84065e-05;2.5918200000000002;4.2966e-05;1.270665;2.10645e-05;1.8092249999999999;2.99925e-05;2.2468049999999997;3.72465e-05;5.865255;9.72315e-05;3.2145300000000003;5.3289e-05;4.670325;7.74225e-05;4.8807;8.091e-05
Die;87761841;26150;DRG AURA BFC;C;Proximité;pas de donnees;89813;89813;78396;78396;67564;67564;42652;42652;40656;40656;57018;57018;48372;48372;54460;54460;54047;54047;52579;52579;442.45228499999996;0.0073347705;454.805505;0.0075395565;458.28090000000003;0.00759717;407.05038;0.006747894;479.80647;0.007954011;342.12023999999997;0.005671512;358.91658;0.005949954;568.55106;0.009425178;659.7023399999999;0.010936242;755.776395;0.0125289135
Dives-sur-Mer Port Guillaume;87337378;14160;DRG HDF-NORMANDIE;C;Halte;pas de donnees;3444;3444;2906;2906;3223;3223;2663;2663;1567;1567;2510;2510;1828;1828;2978;2978;2669;2669;2978;2978;25.05987;0.000415431;22.459635;0.0003723255;25.05987;0.000415431;15.382620000000001;0.000255006;21.121650000000002;0.000350145;13.186305;0.0002185965;22.409145;0.0003714885;27.121544999999998;0.0004496085;24.45399;0.000405387;28.98126;0.000480438
Dol-de-Bretagne;87478073;35120;DRG B-CVL-PDL;B;Proximité;pas de donnees;654150;654150;605945;605945;543868;543868;384796;384796;295448;295448;427379;427379;380495;380495;404127;404127;379307;379307;394141;394141;3316.696515;0.0549826695;3191.8684049999997;0.0529133265;3400.728705;0.0563757165;3201.865425;0.0530790525;3596.3942850000003;0.0596193705;2486.19492;0.041214996000000004;3238.05834;0.053679042;4576.649219999999;0.075869586;5099.027175;0.0845293275;5504.67225;0.091253925
Dourdan;87545525;91410;DEX GIF;B;IDF;pas de donnees;922698;922698;836709;836709;786264;786264;699773;699773;335576;335576;951888;951888;930666;930666;917332;917332;890369;890369;866000;866000;7287.39;0.120807;7492.455135;0.1242064755;7719.34878;0.127967814;7831.554389999999;0.129827907;8010.137519999999;0.132788376;2823.87204;0.046812852;5888.589795;0.0976183335;6616.41156;0.109683828;7040.906235;0.1167209055;7764.50367;0.128716371
Elne;87784207;66200;DRG OCCITANIE SUD;C;Proximité;pas de donnees;88225;88225;83129;83129;76307;76307;58495;58495;36863;36863;65786;65786;64944;64944;78349;78349;67193;67193;73536;73536;618.80544;0.010258272;565.429095;0.0093734235;659.306835;0.0109296855;546.50376;0.009059688;553.5891899999999;0.009177147;310.20214500000003;0.0051423885;492.23542499999996;0.0081600525;642.123405;0.0106448265;699.530535;0.0115964955;742.413375;0.012307387500000001
Essonnes Robinson;87681601;91100;DEX GIF;B;IDF;pas de donnees;276023;276023;247438;247438;232520;232520;207462;207462;101432;101432;281500;281500;301824;301824;324412;324412;342324;342324;360066;360066;3029.95539;0.050229207;2880.65646;0.047754198;2729.92698;0.045255474000000004;2539.84896;0.042104448;2368.8225;0.03926925;853.55028;0.014149764;1745.79273;0.028940949;1956.6558;0.03243654;2082.19077;0.034517601;2322.733545;0.0385052085
Gaillon - Aubevoye;87415620;27600;DRG HDF-NORMANDIE;B;Proximité;0.2;565793;707241;628056;785071;550836;688545;417872;522340;347651;434564;555086;693857;492341;615427;534151;667689;497116;621395;486304;607880;4092.24816;0.067839408;4183.23114;0.06934768200000001;4494.880665;0.0745140645;4143.049515;0.0686815695;4671.0486900000005;0.077434497;2925.483165;0.0484973145;3516.39288;0.058293144;4635.2849400000005;0.076841622;5285.091240000001;0.087613812;4761.148095;0.0789281235
